year,month,day,hour,minute,ncores
2024,7,6,16,45,16
2024,7,15,16,0,15
2024,7,15,16,15,18
2024,7,16,16,0,18
2024,7,16,16,15,19
2024,7,16,16,30,21
2024,7,16,16,45,19
2024,7,17,16,0,17
2024,7,17,16,15,19
2024,7,17,16,30,16
2024,7,17,16,45,18
2024,7,23,16,0,19
2024,7,23,16,15,22
2024,7,23,16,30,19
2024,7,23,16,45,20
2024,7,6,17,0,16
2024,7,6,17,15,16
2024,7,6,17,30,17
2024,7,6,17,45,17
2024,7,13,17,45,18
2024,7,16,17,0,20
2024,7,16,17,15,22
2024,7,16,17,30,23
2024,7,16,17,45,27
2024,7,17,17,0,22
2024,7,17,17,15,17
2024,7,17,17,30,19
2024,7,17,17,45,17
2024,7,23,17,0,20
2024,7,23,17,15,17
2024,7,23,17,30,15
2024,7,17,20,0,15
2024,7,6,18,0,19
2024,7,6,18,15,18
2024,7,6,18,30,16
2024,7,6,18,45,16
2024,7,14,18,30,16
2024,7,16,18,0,26
2024,7,16,18,15,23
2024,7,16,18,30,19
2024,7,16,18,45,20
2024,7,23,18,0,16
2024,7,6,19,15,15
2024,7,16,19,0,19
2024,7,16,19,15,17
2024,7,16,19,30,15
2024,7,16,19,45,15
2024,7,23,19,15,15
2024,8,10,14,0,16
2024,8,10,14,15,17
2024,8,10,14,30,17
2024,8,10,14,45,20
2024,8,13,14,0,15
2024,8,13,14,15,15
2024,8,13,14,30,15
2024,8,13,14,45,16
2024,8,10,15,0,20
2024,8,10,15,15,23
2024,8,10,15,30,24
2024,8,10,15,45,22
2024,8,13,15,30,15
2024,8,13,15,45,16
2024,8,31,15,30,16
2024,8,31,15,45,16
2024,8,10,17,0,18
2024,8,10,17,15,15
2024,8,10,17,30,16
2024,8,10,17,45,15
2024,8,10,16,0,23
2024,8,10,16,15,18
2024,8,10,16,30,16
2024,8,10,16,45,15
2024,8,13,16,0,15
2024,8,13,16,15,16
2024,8,31,16,15,16
2024,8,31,16,30,15
2024,8,10,13,15,16
2024,8,10,13,30,15
2024,8,3,18,30,15
2024,8,10,18,0,19
2024,8,10,18,15,18
2024,8,10,18,30,18
2024,8,10,18,45,17
2024,8,20,19,0,21
2024,8,23,19,30,15
2024,8,23,19,45,15
2024,8,3,22,45,15
2024,9,14,13,30,16
2024,9,14,13,45,15
2024,9,27,13,45,18
2024,9,8,14,0,15
2024,9,8,14,15,16
2024,9,8,14,30,17
2024,9,11,14,30,15
2024,9,14,14,15,18
2024,9,14,14,30,15
2024,9,14,14,45,17
2024,9,21,14,0,15
2024,9,21,14,15,18
2024,9,21,14,30,17
2024,9,21,14,45,16
2024,9,22,14,0,17
2024,9,22,14,15,17
2024,9,22,14,30,17
2024,9,22,14,45,21
2024,9,27,14,0,16
2024,9,27,14,15,15
2024,9,27,14,30,17
2024,9,27,14,45,22
2024,9,8,15,0,15
2024,9,8,15,15,17
2024,9,8,15,30,16
2024,9,11,15,30,15
2024,9,14,15,0,16
2024,9,14,15,15,18
2024,9,15,15,15,17
2024,9,15,15,30,17
2024,9,15,15,45,24
2024,9,19,15,15,16
2024,9,19,15,30,16
2024,9,21,15,0,17
2024,9,21,15,15,16
2024,9,21,15,30,18
2024,9,21,15,45,17
2024,9,22,15,0,23
2024,9,22,15,15,20
2024,9,22,15,30,20
2024,9,22,15,45,18
2024,9,23,15,45,15
2024,9,24,15,0,16
2024,9,24,15,30,16
2024,9,27,15,0,19
2024,9,27,15,15,24
2024,9,27,15,30,28
2024,9,27,15,45,31
2024,9,30,15,0,16
2024,9,30,15,30,15
2024,9,30,15,45,18
2024,9,8,16,15,15
2024,9,8,16,30,19
2024,9,8,16,45,20
2024,9,11,16,30,17
2024,9,11,16,45,18
2024,9,14,16,15,15
2024,9,15,16,0,25
2024,9,15,16,15,22
2024,9,15,16,30,21
2024,9,15,16,45,20
2024,9,17,16,0,16
2024,9,17,16,15,17
2024,9,17,16,30,20
2024,9,17,16,45,19
2024,9,20,16,30,15
2024,9,21,16,0,18
2024,9,21,16,15,19
2024,9,21,16,30,16
2024,9,21,16,45,15
2024,9,22,16,0,16
2024,9,22,16,15,17
2024,9,22,16,30,15
2024,9,22,16,45,21
2024,9,24,16,15,15
2024,9,27,16,0,18
2024,9,27,16,15,20
2024,9,27,16,30,26
2024,9,27,16,45,25
2024,9,29,16,15,16
2024,9,29,16,30,17
2024,9,30,16,0,16
2024,9,30,16,15,15
2024,9,15,19,15,15
2024,9,29,19,15,15
2024,9,29,19,30,17
2024,9,29,19,45,16
2024,9,15,18,15,15
2024,9,15,18,30,15
2024,9,15,18,45,15
2024,9,19,18,15,16
2024,9,21,18,30,16
2024,9,22,18,0,15
2024,9,24,18,0,15
2024,9,24,18,15,18
2024,9,24,18,30,16
2024,9,24,18,45,18
2024,9,27,18,0,20
2024,9,27,18,15,15
2024,9,27,18,30,15
2024,9,8,17,0,21
2024,9,8,17,15,17
2024,9,11,17,0,15
2024,9,11,17,30,15
2024,9,11,17,45,15
2024,9,14,17,0,20
2024,9,14,17,15,17
2024,9,14,17,30,17
2024,9,15,17,0,25
2024,9,15,17,15,23
2024,9,15,17,30,21
2024,9,15,17,45,19
2024,9,17,17,0,16
2024,9,17,17,15,15
2024,9,17,17,30,15
2024,9,20,17,0,19
2024,9,20,17,15,20
2024,9,20,17,30,15
2024,9,21,17,0,17
2024,9,22,17,0,16
2024,9,22,17,15,17
2024,9,22,17,30,18
2024,9,22,17,45,16
2024,9,23,17,15,15
2024,9,23,17,30,15
2024,9,24,17,15,18
2024,9,24,17,30,21
2024,9,24,17,45,17
2024,9,27,17,0,24
2024,9,27,17,15,28
2024,9,27,17,30,25
2024,9,27,17,45,19
2024,9,29,17,0,16
2024,9,27,20,0,16
2024,9,27,20,45,15
2024,9,29,20,0,16
2024,9,27,21,15,17
2024,9,27,21,30,15
